Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-16,2.0,2.0,37.237,CLE,CIN,L 27-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson,False,27,34
2012.0,2012-09-23,3.0,3.0,37.244,CLE,BUF,L 14-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,18%,False,Phil Dawson,False,14,24
2012.0,2012-09-27,4.0,4.0,37.248,CLE,BAL,L 16-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,27%,True,Phil Dawson,False,16,23
2012.0,2012-10-07,5.0,5.0,37.258,CLE,NYG,L 27-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,True,Phil Dawson,False,27,41
2012.0,2012-10-14,6.0,6.0,37.265,CLE,CIN,W 34-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,1,1,,,0,0,,0,0,0%,0,0%,13,35%,False,Phil Dawson,True,34,24
2012.0,2012-10-21,7.0,7.0,37.272,CLE,IND,L 13-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,22%,True,Phil Dawson,False,13,17
2012.0,2012-10-28,8.0,8.0,37.279,CLE,SDG,W 7-6,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,14%,False,Phil Dawson,True,7,6
2012.0,2012-11-04,9.0,9.0,37.286,CLE,BAL,L 15-25,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,False,Phil Dawson,False,15,25
2012.0,2012-11-18,10.0,11.0,37.3,CLE,DAL,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,31%,True,Phil Dawson,False,20,23
2012.0,2012-11-25,11.0,12.0,37.307,CLE,PIT,W 20-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,30%,False,Phil Dawson,True,20,14
2012.0,2012-12-02,12.0,13.0,37.314,CLE,OAK,W 20-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,38%,True,Phil Dawson,True,20,17
2012.0,2012-12-09,13.0,14.0,37.321,CLE,KAN,W 30-7,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,45%,False,Phil Dawson,True,30,7
2012.0,2012-12-16,14.0,15.0,37.328,CLE,WAS,L 21-38,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,False,Phil Dawson,False,21,38
2012.0,2012-12-23,15.0,16.0,37.335,CLE,DEN,L 12-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,23%,True,Phil Dawson,False,12,34
2012.0,2012-12-30,16.0,17.0,37.342,CLE,PIT,L 10-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,24%,True,Phil Dawson,False,10,24
2013.0,2013-09-08,1.0,1.0,38.228,SFO,GNB,W 34-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,41%,False,Phil Dawson,True,34,28
2013.0,2013-09-15,2.0,2.0,38.235,SFO,SEA,L 3-29,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,True,Phil Dawson,False,3,29
2013.0,2013-09-22,3.0,3.0,38.242,SFO,IND,L 7-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,False,Phil Dawson,False,7,27
2013.0,2013-09-26,4.0,4.0,38.246,SFO,STL,W 35-11,False,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,2,0.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,38%,True,Phil Dawson,True,35,11
2013.0,2013-10-06,5.0,5.0,38.256,SFO,HOU,W 34-3,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,54%,False,Phil Dawson,True,34,3
2013.0,2013-10-13,6.0,6.0,38.263,SFO,ARI,W 32-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,14,44%,False,Phil Dawson,True,32,20
2013.0,2013-10-20,7.0,7.0,38.27,SFO,TEN,W 31-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson,True,31,17
2013.0,2013-10-27,8.0,8.0,38.277,SFO,JAX,W 42-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,57%,True,Phil Dawson,True,42,10
2013.0,2013-11-10,9.0,10.0,38.291,SFO,CAR,L 9-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,26%,False,Phil Dawson,False,9,10
2013.0,2013-11-17,10.0,11.0,38.298,SFO,NOR,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,31%,True,Phil Dawson,False,20,23
2013.0,2013-11-25,11.0,12.0,38.306,SFO,WAS,W 27-6,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,42%,True,Phil Dawson,True,27,6
2013.0,2013-12-01,12.0,13.0,38.312,SFO,STL,W 23-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,39%,False,Phil Dawson,True,23,13
2013.0,2013-12-08,13.0,14.0,38.319,SFO,SEA,W 19-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,39%,False,Phil Dawson,True,19,17
2013.0,2013-12-15,14.0,15.0,38.326,SFO,TAM,W 33-14,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,48%,True,Phil Dawson,True,33,14
2013.0,2013-12-23,15.0,16.0,38.334,SFO,ATL,W 34-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,43%,False,Phil Dawson,True,34,24
2013.0,2013-12-29,16.0,17.0,38.34,SFO,ARI,W 23-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson,True,23,20
2014.0,2014-09-07,1.0,1.0,39.227,SFO,DAL,W 28-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,46%,True,Phil Dawson,True,28,17
2014.0,2014-09-14,2.0,2.0,39.234,SFO,CHI,L 20-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,35%,False,Phil Dawson,False,20,28
2014.0,2014-09-21,3.0,3.0,39.241,SFO,ARI,L 14-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,6,27%,True,Phil Dawson,False,14,23
2014.0,2014-09-28,4.0,4.0,39.248,SFO,PHI,W 26-21,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,41%,False,Phil Dawson,True,26,21
2014.0,2014-10-05,5.0,5.0,39.255,SFO,KAN,W 22-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,48%,False,Phil Dawson,True,22,17
2014.0,2014-10-13,6.0,6.0,39.263,SFO,STL,W 31-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson,True,31,17
2014.0,2014-10-19,7.0,7.0,39.269,SFO,DEN,L 17-42,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,27%,True,Phil Dawson,False,17,42
2014.0,2014-11-02,8.0,9.0,39.283,SFO,STL,L 10-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,25%,False,Phil Dawson,False,10,13
2014.0,2014-11-09,9.0,10.0,39.29,SFO,NOR,W 27-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,11,33%,True,Phil Dawson,True,27,24
2014.0,2014-11-16,10.0,11.0,39.297,SFO,NYG,W 16-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,10,45%,True,Phil Dawson,True,16,10
2014.0,2014-11-23,11.0,12.0,39.304,SFO,WAS,W 17-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,22%,False,Phil Dawson,True,17,13
2014.0,2014-11-27,12.0,13.0,39.308,SFO,SEA,L 3-19,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,False,Phil Dawson,False,3,19
2014.0,2014-12-07,13.0,14.0,39.318,SFO,OAK,L 13-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,33%,True,Phil Dawson,False,13,24
2014.0,2014-12-14,14.0,15.0,39.325,SFO,SEA,L 7-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,16%,True,Phil Dawson,False,7,17
2014.0,2014-12-20,15.0,16.0,39.331,SFO,SDG,L 35-38,False,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,36%,False,Phil Dawson,False,35,38
2014.0,2014-12-28,16.0,17.0,39.339,SFO,ARI,W 20-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,38%,False,Phil Dawson,True,20,17
2015.0,2015-09-14,1.0,1.0,40.234,SFO,MIN,W 20-3,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,23%,False,Phil Dawson,True,20,3
2015.0,2015-09-20,2.0,2.0,40.24,SFO,PIT,L 18-43,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,2,8%,True,Phil Dawson,False,18,43
2015.0,2015-09-27,3.0,3.0,40.247,SFO,ARI,L 7-47,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,1,3%,True,Phil Dawson,False,7,47
2015.0,2015-10-04,4.0,4.0,40.254,SFO,GNB,L 3-17,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,1,4%,False,Phil Dawson,False,3,17
2015.0,2015-10-11,5.0,5.0,40.261,SFO,NYG,L 27-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,True,Phil Dawson,False,27,30
2015.0,2015-10-18,6.0,6.0,40.268,SFO,BAL,W 25-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,False,Phil Dawson,True,25,20
2015.0,2015-10-22,7.0,7.0,40.272,SFO,SEA,L 3-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,1,4%,False,Phil Dawson,False,3,20
2015.0,2015-11-01,8.0,8.0,40.282,SFO,STL,L 6-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,1,48,48.00,0,0,0%,0,0%,3,9%,True,Phil Dawson,False,6,27
2015.0,2015-11-08,9.0,9.0,40.289,SFO,ATL,W 17-16,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,24%,False,Phil Dawson,True,17,16
2015.0,2015-11-22,10.0,11.0,40.303,SFO,SEA,L 13-29,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,10%,True,Phil Dawson,False,13,29
2015.0,2015-11-29,11.0,12.0,40.31,SFO,ARI,L 13-19,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,13%,False,Phil Dawson,False,13,19
2015.0,2015-12-06,12.0,13.0,40.317,SFO,CHI,W 26-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,9%,True,Phil Dawson,True,26,20
2015.0,2015-12-13,13.0,14.0,40.324,SFO,CLE,L 10-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,12%,True,Phil Dawson,False,10,24
2015.0,2015-12-20,14.0,15.0,40.331,SFO,CIN,L 14-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,13%,False,Phil Dawson,False,14,24
2015.0,2015-12-27,15.0,16.0,40.338,SFO,DET,L 17-32,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,14%,True,Phil Dawson,False,17,32
2015.0,2016-01-03,16.0,17.0,40.345,SFO,STL,W 19-16,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,15%,False,Phil Dawson,True,19,16
2016.0,2016-09-12,1.0,1.0,41.233,SFO,LAR,W 28-0,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,15%,False,Phil Dawson,True,28,0
2016.0,2016-09-18,2.0,2.0,41.239,SFO,CAR,L 27-46,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,28%,True,Phil Dawson,False,27,46
2016.0,2016-09-25,3.0,3.0,41.246,SFO,SEA,L 18-37,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,True,Phil Dawson,False,18,37
2016.0,2016-10-02,4.0,4.0,41.253,SFO,DAL,L 17-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,16%,False,Phil Dawson,False,17,24
2016.0,2016-10-06,5.0,5.0,41.257,SFO,ARI,L 21-33,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,24%,False,Phil Dawson,False,21,33
2016.0,2016-10-16,6.0,6.0,41.267,SFO,BUF,L 16-45,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,12%,True,Phil Dawson,False,16,45
2016.0,2016-10-23,7.0,7.0,41.274,SFO,TAM,L 17-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,False,Phil Dawson,False,17,34
2016.0,2016-11-06,8.0,9.0,41.288,SFO,NOR,L 23-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,16%,False,Phil Dawson,False,23,41
2016.0,2016-11-13,9.0,10.0,41.295,SFO,ARI,L 20-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,24%,True,Phil Dawson,False,20,23
2016.0,2016-11-20,10.0,11.0,41.302,SFO,NWE,L 17-30,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,False,Phil Dawson,False,17,30
2016.0,2016-11-27,11.0,12.0,41.309,SFO,MIA,L 24-31,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,31%,True,Phil Dawson,False,24,31
2016.0,2016-12-04,12.0,13.0,41.316,SFO,CHI,L 6-26,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,True,Phil Dawson,False,6,26
2016.0,2016-12-11,13.0,14.0,41.323,SFO,NYJ,L 17-23,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,30%,False,Phil Dawson,False,17,23
2016.0,2016-12-18,14.0,15.0,41.33,SFO,ATL,L 13-41,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,2,7%,True,Phil Dawson,False,13,41
2016.0,2016-12-24,15.0,16.0,41.336,SFO,LAR,W 22-21,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,True,Phil Dawson,True,22,21
2016.0,2017-01-01,16.0,17.0,41.344,SFO,SEA,L 23-25,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,16%,False,Phil Dawson,False,23,25
2017.0,2017-09-10,1.0,1.0,42.23,ARI,DET,L 23-35,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,33%,True,Phil Dawson,False,23,35
2017.0,2017-09-17,2.0,2.0,42.237,ARI,IND,W 16-13,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,32%,True,Phil Dawson,True,16,13
2017.0,2017-09-25,3.0,3.0,42.245,ARI,DAL,L 17-28,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,26%,False,Phil Dawson,False,17,28
2017.0,2017-10-01,4.0,4.0,42.251,ARI,SFO,W 18-15,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,4,100.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,31%,False,Phil Dawson,True,18,15
2017.0,2017-10-08,5.0,5.0,42.258,ARI,PHI,L 7-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,14%,True,Phil Dawson,False,7,34
2017.0,2017-10-15,6.0,6.0,42.265,ARI,TAM,W 38-33,False,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,50%,False,Phil Dawson,True,38,33
2017.0,2017-10-22,7.0,7.0,42.272,ARI,LAR,L 0-33,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,2,8%,True,Phil Dawson,False,0,33
2017.0,2017-11-05,8.0,9.0,42.286,ARI,SFO,W 20-10,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,34%,True,Phil Dawson,True,20,10
2017.0,2017-11-09,9.0,10.0,42.29,ARI,SEA,L 16-22,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,False,Phil Dawson,False,16,22
2017.0,2017-11-19,10.0,11.0,42.3,ARI,HOU,L 21-31,False,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,23%,True,Phil Dawson,False,21,31
2017.0,2017-11-26,11.0,12.0,42.307,ARI,JAX,W 27-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,12,34%,False,Phil Dawson,True,27,24
2017.0,2017-12-03,12.0,13.0,42.314,ARI,LAR,L 16-32,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,26%,False,Phil Dawson,False,16,32
2017.0,2017-12-10,13.0,14.0,42.321,ARI,TEN,W 12-7,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,4,5,80.0,0,12,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,37%,False,Phil Dawson,True,12,7
2017.0,2017-12-17,14.0,15.0,42.328,ARI,WAS,L 15-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,35%,True,Phil Dawson,False,15,20
2017.0,2017-12-24,15.0,16.0,42.335,ARI,NYG,W 23-0,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,38%,False,Phil Dawson,True,23,0
2017.0,2017-12-31,16.0,17.0,42.342,ARI,SEA,W 26-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,35%,True,Phil Dawson,True,26,24
2018.0,2018-09-09,1.0,1.0,43.229,ARI,WAS,L 6-24,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,2,10%,False,Phil Dawson,False,6,24
2018.0,2018-09-16,2.0,2.0,43.236,ARI,LAR,L 0-34,False,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,1,6%,True,Phil Dawson,False,0,34
2018.0,2018-09-23,3.0,3.0,43.243,ARI,CHI,L 14-16,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,23%,False,Phil Dawson,False,14,16
2018.0,2018-09-30,4.0,4.0,43.25,ARI,SEA,L 17-20,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,32%,False,Phil Dawson,False,17,20
2018.0,2018-10-07,5.0,5.0,43.257,ARI,SFO,W 28-18,False,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,33%,True,Phil Dawson,True,28,18
2018.0,2018-10-14,6.0,6.0,43.264,ARI,MIN,L 17-27,False,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,24%,True,Phil Dawson,False,17,27
2018.0,2018-10-18,7.0,7.0,43.268,ARI,DEN,L 10-45,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,16%,False,Phil Dawson,False,10,45
