Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2018.0,2018-12-22,15.0,16.0,33.276,WAS,TEN,L 16-25,True,26,119,4.58,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0,0,0,0,0,0,38,61%,0,0%,0,0%,True,Adrian Peterson,False,16,25
2018.0,2018-12-30,16.0,17.0,33.284,WAS,PHI,L 0-24,True,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,10,22%,0,0%,0,0%,False,Adrian Peterson,False,0,24
2019.0,2019-09-08,1.0,1.0,,WAS,PHI,L 27-32,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Adrian Peterson,False,27,32
2019.0,2019-09-15,2.0,2.0,34.178,WAS,DAL,L 21-31,True,10,25,2.50,1,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,1,6,0,0,0,0,0,0,18,31%,0,0%,0,0%,False,Adrian Peterson,False,21,31
2019.0,2019-09-23,3.0,3.0,34.186,WAS,CHI,L 15-31,True,12,37,3.08,0,3,1,-3,-3.00,0,33.3%,-1.00,0,0,,0,,0,0,0,0,0,0,0,0,36,47%,0,0%,0,0%,False,Adrian Peterson,False,15,31
2019.0,2019-09-29,4.0,4.0,34.192,WAS,NYG,L 3-24,True,11,28,2.55,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,20,41%,0,0%,0,0%,True,Adrian Peterson,False,3,24
2019.0,2019-10-06,5.0,5.0,34.199,WAS,NWE,L 7-33,True,7,18,2.57,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,15,27%,0,0%,0,0%,False,Adrian Peterson,False,7,33
2019.0,2019-10-13,6.0,6.0,34.206,WAS,MIA,W 17-16,True,23,118,5.13,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,,0,0,0,0,0,1,0,0,37,63%,0,0%,0,0%,True,Adrian Peterson,True,17,16
2019.0,2019-10-20,7.0,7.0,34.213,WAS,SFO,L 0-9,True,20,81,4.05,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,1,1,0,0,0,0,29,64%,0,0%,0,0%,False,Adrian Peterson,False,0,9
2019.0,2019-10-24,8.0,8.0,34.217,WAS,MIN,L 9-19,True,14,76,5.43,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,,0,0,0,0,0,0,0,0,31,72%,0,0%,0,0%,True,Adrian Peterson,False,9,19
2019.0,2019-11-03,9.0,9.0,34.227,WAS,BUF,L 9-24,True,18,108,6.00,0,1,1,22,22.00,0,100.0%,22.00,0,0,,0,,0,0,0,0,0,0,0,0,35,70%,0,0%,0,0%,True,Adrian Peterson,False,9,24
2019.0,2019-11-17,10.0,11.0,34.241,WAS,NYJ,L 17-34,True,9,25,2.78,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,,0,0,0,0,0,0,0,0,17,26%,0,0%,0,0%,False,Adrian Peterson,False,17,34
2019.0,2019-11-24,11.0,12.0,34.248,WAS,DET,W 19-16,True,10,27,2.70,0,1,1,22,22.00,0,100.0%,22.00,0,0,,0,,0,0,0,0,0,0,0,0,20,34%,0,0%,0,0%,False,Adrian Peterson,True,19,16
2019.0,2019-12-01,12.0,13.0,34.255,WAS,CAR,W 29-21,True,13,99,7.62,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0,0,0,1,0,0,23,36%,0,0%,0,0%,True,Adrian Peterson,True,29,21
2019.0,2019-12-08,13.0,14.0,34.262,WAS,GNB,L 15-20,True,20,76,3.80,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,1,0,0,1,0,0,28,44%,0,0%,0,0%,True,Adrian Peterson,False,15,20
2019.0,2019-12-15,14.0,15.0,34.269,WAS,PHI,L 27-37,True,16,66,4.13,1,3,3,25,8.33,0,100.0%,8.33,0,0,,0,,1,6,0,0,0,0,0,0,32,60%,0,0%,0,0%,False,Adrian Peterson,False,27,37
2019.0,2019-12-22,15.0,16.0,34.276,WAS,NYG,L 35-41,True,15,36,2.40,1,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,1,6,0,0,0,0,0,0,33,47%,0,0%,0,0%,False,Adrian Peterson,False,35,41
2019.0,2019-12-29,16.0,17.0,34.283,WAS,DAL,L 16-47,True,13,78,6.00,0,4,1,0,0.00,0,25.0%,0.00,0,0,,0,,0,0,1,1,0,0,0,0,28,45%,0,0%,0,0%,True,Adrian Peterson,False,16,47
2020.0,2020-09-13,1.0,1.0,35.176,DET,CHI,L 23-27,False,14,93,6.64,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,,0,0,0,0,0,0,0,0,24,31%,0,0%,0,0%,False,Adrian Peterson,False,23,27
2020.0,2020-09-20,2.0,2.0,35.183,DET,GNB,L 21-42,False,7,41,5.86,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,15,25%,0,0%,0,0%,True,Adrian Peterson,False,21,42
2020.0,2020-09-27,3.0,3.0,35.19,DET,ARI,W 26-23,True,22,75,3.41,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0,0,0,0,0,0,39,59%,0,0%,0,0%,True,Adrian Peterson,True,26,23
2020.0,2020-10-04,4.0,4.0,35.197,DET,NOR,L 29-35,True,11,36,3.27,1,2,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0,0,0,0,0,0,27,44%,0,0%,0,0%,False,Adrian Peterson,False,29,35
2020.0,2020-10-18,5.0,6.0,35.211,DET,JAX,W 34-16,True,15,40,2.67,1,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,1,6,0,0,0,0,0,0,27,35%,0,0%,0,0%,True,Adrian Peterson,True,34,16
2020.0,2020-10-25,6.0,7.0,35.218,DET,ATL,W 23-22,True,11,29,2.64,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0,0,0,0,0,0,18,30%,0,0%,0,0%,True,Adrian Peterson,True,23,22
2020.0,2020-11-01,7.0,8.0,35.225,DET,IND,L 21-41,True,5,7,1.40,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0,0,0,0,0,0,12,20%,0,0%,0,0%,False,Adrian Peterson,False,21,41
2020.0,2020-11-08,8.0,9.0,35.232,DET,MIN,L 20-34,True,8,29,3.63,0,5,3,14,4.67,0,60.0%,2.80,0,0,,0,,0,0,0,0,0,0,0,0,20,27%,0,0%,0,0%,True,Adrian Peterson,False,20,34
2020.0,2020-11-15,9.0,10.0,35.239,DET,WAS,W 30-27,False,4,21,5.25,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0,0,0,0,0,0,7,12%,0,0%,1,3%,False,Adrian Peterson,True,30,27
2020.0,2020-11-22,10.0,11.0,35.246,DET,CAR,L 0-20,True,7,18,2.57,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0,0,0,0,0,0,17,30%,0,0%,0,0%,True,Adrian Peterson,False,0,20
2020.0,2020-11-26,11.0,12.0,35.25,DET,HOU,L 25-41,True,15,55,3.67,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0,0,0,0,0,0,22,27%,0,0%,0,0%,False,Adrian Peterson,False,25,41
2020.0,2020-12-06,12.0,13.0,35.26,DET,CHI,W 34-30,True,16,57,3.56,2,1,0,0,,0,0.0%,0.00,0,0,,0,,2,12,0,0,0,0,0,0,32,47%,0,0%,0,0%,True,Adrian Peterson,True,34,30
2020.0,2020-12-13,13.0,14.0,35.267,DET,GNB,L 24-31,True,4,7,1.75,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,,0,0,0,0,0,0,0,0,16,24%,0,0%,0,0%,False,Adrian Peterson,False,24,31
2020.0,2020-12-20,14.0,15.0,35.274,DET,TEN,L 25-46,False,6,23,3.83,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,16,25%,0,0%,0,0%,True,Adrian Peterson,False,25,46
2020.0,2020-12-26,15.0,16.0,35.28,DET,TAM,L 7-47,False,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0,0,0,0,0,0,6,11%,0,0%,0,0%,False,Adrian Peterson,False,7,47
2020.0,2021-01-03,16.0,17.0,35.288,DET,MIN,L 35-37,False,7,63,9.00,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0,0,0,0,0,0,15,26%,0,0%,0,0%,False,Adrian Peterson,False,35,37
2021.0,2021-11-07,9.0,9.0,36.231,TEN,LAR,W 28-16,True,10,21,2.10,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,1,6,0,0,0,0,0,0,19,33%,0,0%,0,0%,True,Adrian Peterson,True,28,16
2021.0,2021-11-14,10.0,10.0,36.238,TEN,NOR,W 23-21,False,8,21,2.63,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,,0,0,0,0,0,0,0,0,20,33%,0,0%,0,0%,False,Adrian Peterson,True,23,21
2021.0,2021-11-21,11.0,11.0,36.245,TEN,HOU,L 13-22,True,9,40,4.44,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,,0,0,0,0,0,1,0,0,15,19%,0,0%,0,0%,False,Adrian Peterson,False,13,22
2021.0,2021-12-05,12.0,13.0,36.259,SEA,SFO,W 30-23,True,11,16,1.45,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,1,0,0,0,0,0,18,26%,0,0%,0,0%,False,Adrian Peterson,True,30,23
2021.0,2021-12-12,13.0,14.0,,SEA,HOU,W 33-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Adrian Peterson,True,33,13
2021.0,2021-12-21,14.0,15.0,,SEA,LAR,L 10-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Adrian Peterson,False,10,20
2021.0,2021-12-26,15.0,16.0,,SEA,CHI,L 24-25,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Adrian Peterson,False,24,25
2021.0,2022-01-02,16.0,17.0,,SEA,DET,W 51-29,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Adrian Peterson,True,51,29
2021.0,2022-01-09,17.0,18.0,,SEA,ARI,W 38-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Adrian Peterson,True,38,30
,184 Games,,,,,,87-96-1,False,3230,14918,4.62,120,424,305,2474,8.11,6,71.9%,5.83,17,428,25.18,0,1,126,758,49,27,0,17,-12,0,,,,,,,False,Adrian Peterson,False,96,1
