Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2019.0,2019-11-07,10.0,10.0,27.194,LAC,OAK,L 24-26,True,11,8,68,8.50,0,72.7%,6.18,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,85%,0,0%,0,0%,True,Keenan Allen,False,24,26
2019.0,2019-11-18,11.0,11.0,27.205,LAC,KAN,L 17-24,True,12,8,71,8.88,1,66.7%,5.92,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,89%,0,0%,0,0%,False,Keenan Allen,False,17,24
2019.0,2019-12-01,12.0,13.0,27.218,LAC,DEN,L 20-23,True,6,6,68,11.33,1,100.0%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,95%,0,0%,0,0%,True,Keenan Allen,False,20,23
2019.0,2019-12-08,13.0,14.0,27.225,LAC,JAX,W 45-10,True,6,5,83,16.60,0,83.3%,13.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,67%,0,0%,0,0%,True,Keenan Allen,True,45,10
2019.0,2019-12-15,14.0,15.0,27.232,LAC,MIN,L 10-39,True,10,9,99,11.00,0,90.0%,9.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,94%,0,0%,0,0%,False,Keenan Allen,False,10,39
2019.0,2019-12-22,15.0,16.0,27.239,LAC,OAK,L 17-24,True,10,5,71,14.20,0,50.0%,7.10,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,87%,0,0%,0,0%,False,Keenan Allen,False,17,24
2019.0,2019-12-29,16.0,17.0,27.246,LAC,KAN,L 21-31,True,10,9,82,9.11,1,90.0%,8.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,94%,0,0%,0,0%,True,Keenan Allen,False,21,31
2020.0,2020-09-13,1.0,1.0,28.139,LAC,CIN,W 16-13,True,8,4,37,9.25,0,50.0%,4.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,95%,0,0%,0,0%,True,Keenan Allen,True,16,13
2020.0,2020-09-20,2.0,2.0,28.146,LAC,KAN,L 20-23,True,10,7,96,13.71,0,70.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,98%,0,0%,0,0%,False,Keenan Allen,False,20,23
2020.0,2020-09-27,3.0,3.0,28.153,LAC,CAR,L 16-21,True,19,13,132,10.15,1,68.4%,6.95,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75,96%,0,0%,0,0%,False,Keenan Allen,False,16,21
2020.0,2020-10-04,4.0,4.0,28.16,LAC,TAM,L 31-38,True,11,8,62,7.75,0,72.7%,5.64,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,94%,0,0%,0,0%,True,Keenan Allen,False,31,38
2020.0,2020-10-12,5.0,5.0,28.168,LAC,NOR,L 27-30,True,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,0,0%,True,Keenan Allen,False,27,30
2020.0,2020-10-25,6.0,7.0,28.181,LAC,JAX,W 39-29,False,13,10,125,12.50,0,76.9%,9.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85%,0,0%,0,0%,False,Keenan Allen,True,39,29
2020.0,2020-11-01,7.0,8.0,28.188,LAC,DEN,L 30-31,True,12,9,67,7.44,1,75.0%,5.58,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98%,0,0%,0,0%,True,Keenan Allen,False,30,31
2020.0,2020-11-08,8.0,9.0,28.195,LAC,LVR,L 26-31,True,11,9,103,11.44,1,81.8%,9.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,99%,0,0%,0,0%,False,Keenan Allen,False,26,31
2020.0,2020-11-15,9.0,10.0,28.202,LAC,MIA,L 21-29,True,7,3,39,13.00,1,42.9%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,86%,0,0%,0,0%,True,Keenan Allen,False,21,29
2020.0,2020-11-22,10.0,11.0,28.209,LAC,NYJ,W 34-28,True,19,16,145,9.06,1,84.2%,7.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,78,95%,0,0%,0,0%,False,Keenan Allen,True,34,28
2020.0,2020-11-29,11.0,12.0,28.216,LAC,BUF,L 17-27,True,10,4,40,10.00,1,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,94%,0,0%,0,0%,True,Keenan Allen,False,17,27
2020.0,2020-12-06,12.0,13.0,28.223,LAC,NWE,L 0-45,True,11,5,48,9.60,0,45.5%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,86%,0,0%,0,0%,False,Keenan Allen,False,0,45
2020.0,2020-12-13,13.0,14.0,28.23,LAC,ATL,W 20-17,True,11,9,52,5.78,1,81.8%,4.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,78%,0,0%,0,0%,False,Keenan Allen,True,20,17
2020.0,2020-12-17,14.0,15.0,28.234,LAC,LVR,W 30-27,True,3,1,17,17.00,0,33.3%,5.67,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36%,0,0%,0,0%,True,Keenan Allen,True,30,27
2020.0,2020-12-27,15.0,16.0,,LAC,DEN,W 19-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Keenan Allen,True,19,16
2020.0,2021-01-03,16.0,17.0,,LAC,KAN,W 38-21,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,True,Keenan Allen,True,38,21
2021.0,2021-09-12,1.0,1.0,29.138,LAC,WAS,W 20-16,True,13,9,100,11.11,0,69.2%,7.69,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,83%,0,0%,0,0%,True,Keenan Allen,True,20,16
2021.0,2021-09-19,2.0,2.0,29.145,LAC,DAL,L 17-20,True,8,4,108,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,92%,0,0%,0,0%,False,Keenan Allen,False,17,20
2021.0,2021-09-26,3.0,3.0,29.152,LAC,KAN,W 30-24,True,12,8,50,6.25,1,66.7%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,83%,0,0%,0,0%,True,Keenan Allen,True,30,24
2021.0,2021-10-04,4.0,4.0,29.16,LAC,LVR,W 28-14,True,11,7,36,5.14,0,63.6%,3.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,88%,0,0%,0,0%,False,Keenan Allen,True,28,14
2021.0,2021-10-10,5.0,5.0,29.166,LAC,CLE,W 47-42,True,9,6,75,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,91%,0,0%,0,0%,False,Keenan Allen,True,47,42
2021.0,2021-10-17,6.0,6.0,29.173,LAC,BAL,L 6-34,True,5,5,50,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,91%,0,0%,0,0%,True,Keenan Allen,False,6,34
2021.0,2021-10-31,7.0,8.0,29.187,LAC,NWE,L 24-27,True,11,6,77,12.83,1,54.5%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,98%,0,0%,0,0%,False,Keenan Allen,False,24,27
2021.0,2021-11-07,8.0,9.0,29.194,LAC,PHI,W 27-24,True,13,12,104,8.67,0,92.3%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,90%,0,0%,0,0%,True,Keenan Allen,True,27,24
2021.0,2021-11-14,9.0,10.0,29.201,LAC,MIN,L 20-27,True,11,8,98,12.25,0,72.7%,8.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,93%,0,0%,0,0%,False,Keenan Allen,False,20,27
2021.0,2021-11-21,10.0,11.0,29.208,LAC,PIT,W 41-37,True,13,9,112,12.44,0,69.2%,8.62,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,82%,0,0%,0,0%,False,Keenan Allen,True,41,37
2021.0,2021-11-28,11.0,12.0,29.215,LAC,DEN,L 13-28,True,10,7,85,12.14,0,70.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,True,Keenan Allen,False,13,28
2021.0,2021-12-05,12.0,13.0,29.222,LAC,CIN,W 41-22,True,8,5,34,6.80,2,62.5%,4.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,83%,0,0%,0,0%,True,Keenan Allen,True,41,22
2021.0,2021-12-12,13.0,14.0,,LAC,NYG,W 37-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Keenan Allen,True,37,21
2021.0,2021-12-16,14.0,15.0,29.233,LAC,KAN,L 28-34,True,10,6,78,13.00,1,60.0%,7.80,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,78%,0,0%,0,0%,False,Keenan Allen,False,28,34
2021.0,2021-12-26,15.0,16.0,29.243,LAC,HOU,L 29-41,True,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,89%,0,0%,0,0%,True,Keenan Allen,False,29,41
2021.0,2022-01-02,16.0,17.0,29.25,LAC,DEN,W 34-13,True,9,4,44,11.00,1,44.4%,4.89,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,73%,0,0%,0,0%,False,Keenan Allen,True,34,13
2021.0,2022-01-09,17.0,18.0,29.257,LAC,LVR,L 32-35,True,8,6,52,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,88%,0,0%,0,0%,True,Keenan Allen,False,32,35
,116 Games,,,,,,58-58-0,False,1070,730,8535,11.69,48,68.2%,7.98,15,99,6.60,0,0,2,0.00,0,0,0,39.6,1,7,0.00,0.00,1,25,25.00,0,30,229,7.63,0,2,49,298,0.0,3,0,3,0,0,1,32,0,1,13,8,0,2,8,1,,,,,,,False,Keenan Allen,False,58,0
