Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-12-20,14.0,15.0,,CLE,NYG,W 20-6,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Odell Beckham Jr.,True,20,6
2020.0,2020-12-27,15.0,16.0,,CLE,NYJ,L 16-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Odell Beckham Jr.,False,16,23
2020.0,2021-01-03,16.0,17.0,,CLE,PIT,W 24-22,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Odell Beckham Jr.,True,24,22
2021.0,2021-09-12,1.0,1.0,,CLE,KAN,L 29-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Odell Beckham Jr.,False,29,33
2021.0,2021-09-19,2.0,2.0,,CLE,HOU,W 31-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Odell Beckham Jr.,True,31,21
2021.0,2021-09-26,3.0,3.0,28.325,CLE,CHI,W 26-6,True,9,5,77,15.40,0,55.6%,8.56,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64%,0,0%,0,0%,False,Odell Beckham Jr.,True,26,6
2021.0,2021-10-03,4.0,4.0,28.332,CLE,MIN,W 14-7,True,7,2,27,13.50,0,28.6%,3.86,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,79%,0,0%,0,0%,True,Odell Beckham Jr.,True,14,7
2021.0,2021-10-10,5.0,5.0,28.339,CLE,LAC,L 42-47,True,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,81%,0,0%,0,0%,True,Odell Beckham Jr.,False,42,47
2021.0,2021-10-17,6.0,6.0,28.346,CLE,ARI,L 14-37,True,8,5,79,15.80,0,62.5%,9.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54%,0,0%,0,0%,False,Odell Beckham Jr.,False,14,37
2021.0,2021-10-21,7.0,7.0,28.35,CLE,DEN,W 17-14,True,6,2,23,11.50,0,33.3%,3.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,0,0%,False,Odell Beckham Jr.,True,17,14
2021.0,2021-10-31,8.0,8.0,28.36,CLE,PIT,L 10-15,True,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,False,Odell Beckham Jr.,False,10,15
2021.0,2021-11-07,9.0,9.0,,CLE,CIN,W 41-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Odell Beckham Jr.,True,41,16
2021.0,2021-11-15,10.0,10.0,29.01,LAR,SFO,L 10-31,True,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,27%,0,0%,0,0%,True,Odell Beckham Jr.,False,10,31
2021.0,2021-11-28,11.0,12.0,29.023,LAR,GNB,L 28-36,True,10,5,81,16.20,1,50.0%,8.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,98%,0,0%,0,0%,True,Odell Beckham Jr.,False,28,36
2021.0,2021-12-05,12.0,13.0,29.03,LAR,JAX,W 37-7,False,5,2,28,14.00,1,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,53%,0,0%,0,0%,False,Odell Beckham Jr.,True,37,7
2021.0,2021-12-13,13.0,14.0,29.038,LAR,ARI,W 30-23,True,7,6,77,12.83,1,85.7%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,72%,0,0%,0,0%,True,Odell Beckham Jr.,True,30,23
2021.0,2021-12-21,14.0,15.0,29.046,LAR,SEA,W 20-10,True,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,76%,0,0%,0,0%,False,Odell Beckham Jr.,True,20,10
2021.0,2021-12-26,15.0,16.0,29.051,LAR,MIN,W 30-23,True,8,4,37,9.25,1,50.0%,4.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,91%,0,0%,0,0%,True,Odell Beckham Jr.,True,30,23
2021.0,2022-01-02,16.0,17.0,29.058,LAR,BAL,W 20-19,True,7,5,39,7.80,1,71.4%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,98%,0,0%,0,0%,True,Odell Beckham Jr.,True,20,19
2021.0,2022-01-09,17.0,18.0,29.065,LAR,SFO,L 24-27,True,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,78%,0,0%,0,0%,False,Odell Beckham Jr.,False,24,27
,96 Games,,,,,,44-52-0,False,880,531,7367,13.87,56,60.3%,8.37,23,170,7.39,1,4,6,66.67,144,2,0,149.3,1,6,24.00,30.67,3,46,15.33,0,42,291,6.93,0,57,342,0.0,3,0,3,0,0,0,0,0,1,9,4,0,2,0,0,,,,,,,False,Odell Beckham Jr.,False,52,0
